Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number,Random Number
100 University St,Aid Response,6/30/19 23:58,47.606835,-122.338197,POINT (-122.338197 47.606835),F190068767,454
N 66th St / Linden Av N,Aid Response,4/26/19 10:56,47.67688,-122.347269,POINT (-122.347269 47.67688),F190041753,455
1405 Ne 50th St,Aid Response,6/30/19 20:28,47.664901,-122.313016,POINT (-122.313016 47.664901),F190068693,456
Wallingford Av N / N 85th St,Aid Response,5/2/19 16:50,47.690501,-122.33644,POINT (-122.33644 47.690501),F190044239,457
N 115th St / Aurora Av N,Rescue Extrication,6/30/19 20:30,47.712319,-122.344814,POINT (-122.344814 47.712319),F190068694,458
1612 N 45th St,Rescue Lock In/Out,6/30/19 20:33,47.661386,-122.339009,POINT (-122.339009 47.661386),F190068699,459
326 9th Av,Aid Response,6/30/19 20:35,47.603593,-122.322954,POINT (-122.322954 47.603593),F190068700,460
14211 37th Av Ne,Medic Response,6/30/19 20:36,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068701,461
14211 37th Av Ne,Aid Response,6/30/19 20:37,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068702,462
4245 Roosevelt Way Ne,Aid Response,5/2/19 16:57,47.658298,-122.317782,POINT (-122.317782 47.658298),F190044240,463
14211 37th Av Ne,Aid Response,6/30/19 20:41,47.731538,-122.288349,POINT (-122.288349 47.731538),F190068703,464
1501 E Thomas St,Medic Response,5/2/19 17:02,47.620503,-122.312698,POINT (-122.312698 47.620503),F190044241,465
2823 32nd Av S,Automatic Fire Alarm Resd,6/30/19 20:59,47.578133,-122.291922,POINT (-122.291922 47.578133),F190068710,466
8371 32nd Av Nw,Automatic Fire Alarm Resd,5/2/19 17:07,47.689589,-122.398325,POINT (-122.398325 47.689589),F190044242,467
1600 7th Av,Rescue Elevator,5/2/19 17:07,47.6126,-122.334262,POINT (-122.334262 47.6126),F190044243,468
101 Taylor Av N,1RED 1 Unit,6/30/19 21:10,47.618566,-122.346316,POINT (-122.346316 47.618566),F190068713,469
727 Alder St,Automatic Medical Alarm,6/30/19 21:17,47.602833,-122.324181,POINT (-122.324181 47.602833),F190068714,470
1321 E John St,1RED 1 Unit,6/30/19 21:21,47.619948,-122.31534,POINT (-122.31534 47.619948),F190068717,471
612 2nd Av,Aid Response,6/30/19 21:21,47.602386,-122.332592,POINT (-122.332592 47.602386),F190068716,472
109 29th Av E,Aid Response,6/30/19 21:21,47.618997,-122.294809,POINT (-122.294809 47.618997),F190068718,473
9440 27th Av Sw,Aid Response,6/20/19 15:26,47.518457,-122.367275,POINT (-122.367275 47.518457),F190064555,474
3900 15th Av Ne,Natural Gas Odor,6/20/19 15:29,47.654131,-122.312179,POINT (-122.312179 47.654131),F190064556,475
106 Bell St,Aid Response,6/6/19 11:02,47.613416,-122.34646,POINT (-122.34646 47.613416),F190058802,476
2400 11th Av Sw,Natural Gas Odor,6/6/19 11:05,47.584283,-122.350759,POINT (-122.350759 47.584283),F190058803,477
2911 1st Av,Aid Response,4/26/19 05:15,47.616998,-122.352642,POINT (-122.352642 47.616998),F190041658,478
Lake City Way Ne / 15th Av Ne,MVI - Motor Vehicle Incident,5/9/19 08:17,47.687516,-122.312173,POINT (-122.312173 47.687516),F190046859,479
E John Ct / E John St,Aid Response Yellow,6/20/19 15:16,47.619962,-122.313504,POINT (-122.313504 47.619962),F190064549,480
6536 34TH AV SW,Alarm Bell,6/20/19 15:18,47.544344,-122.3751,POINT (-122.3751 47.544344),F190064550,481
5th Av / Union St,MVI - Motor Vehicle Incident,7/1/19 00:46,47.609685,-122.334666,POINT (-122.334666 47.609685),F190068776,482
15th Av Ne / Ne 41st St,Aid Response,5/23/19 16:36,47.65682,-122.31211,POINT (-122.31211 47.65682),F190052432,483
4121 Sw Thistle St,Aid Response,5/30/19 14:26,47.528482,-122.384971,POINT (-122.384971 47.528482),F190056103,484
801 9th Av,Aid Response,5/30/19 14:31,47.606982,-122.326056,POINT (-122.326056 47.606982),F190056104,485
NB I5 AT 130,MVI Freeway,5/30/19 14:32,47.719838,-122.324131,POINT (-122.324131 47.719838),F190056105,486
3224 24th Av S,Aid Response,5/30/19 14:34,47.57483,-122.301666,POINT (-122.301666 47.57483),F190056106,487
3rd Av / Union St,Aid Response,6/6/19 11:56,47.608756,-122.336885,POINT (-122.336885 47.608756),F190058827,488
321 Mercer St,Aid Response,5/23/19 19:46,47.624569,-122.350938,POINT (-122.350938 47.624569),F190052499,489
705 N 128th St,Spill- Non-Hazmat,5/23/19 19:48,47.722314,-122.350297,POINT (-122.350297 47.722314),F190052501,490
5606 1st Av S,Aid Response,5/23/19 19:51,47.552662,-122.334215,POINT (-122.334215 47.552662),F190052502,491
1701 NE GRANT LN,Unk Odor,6/20/19 15:23,47.655112,-122.308599,POINT (-122.308599 47.655112),F190064553,492
42nd Av Sw / Sw Alaska St,Car Fire,5/9/19 08:30,47.561101,-122.385457,POINT (-122.385457 47.561101),F190046860,493
424 Minor Av N,Aid Response,6/20/19 15:23,47.622242,-122.332995,POINT (-122.332995 47.622242),F190064552,494
5th Av S / S Jackson St,Aid Response,6/20/19 15:24,47.599195,-122.327667,POINT (-122.327667 47.599195),F190064554,495
8th Av Nw / Nw 57th St,Aid Response,5/9/19 08:48,47.67016,-122.366174,POINT (-122.366174 47.67016),F190046864,496
2020 S Jackson St,Automatic Medical Alarm,5/9/19 08:51,47.599261,-122.305258,POINT (-122.305258 47.599261),F190046865,497
3rd Av / James St,Aid Response,5/9/19 08:52,47.602769,-122.331409,POINT (-122.331409 47.602769),F190046866,498
Nw 70th St / 24th Av Nw,Aid Response,5/30/19 14:38,47.679506,-122.387542,POINT (-122.387542 47.679506),F190056108,499
825 Eastlake Av E,Aid Response,5/30/19 14:39,47.626215,-122.329199,POINT (-122.329199 47.626215),F190056109,500
1500 Broadway,Aid Response,7/1/19 02:48,47.614076,-122.32078,POINT (-122.32078 47.614076),F190068802,501
3928 S Graham St,Aid Response,4/26/19 09:57,47.546018,-122.283106,POINT (-122.283106 47.546018),F190041730,502
1413 3rd Av,Auto Fire Alarm,4/26/19 10:06,47.608878,-122.336996,POINT (-122.336996 47.608878),F190041731,503
14027 28TH AV NE,Aid Response,4/26/19 10:13,47.730284,-122.297917,POINT (-122.297917 47.730284),F190041732,504
Olive Way / 6th Av,Aid Response,6/30/19 21:36,47.61313,-122.336282,POINT (-122.336282 47.61313),F190068722,505
2500 Canterbury Ln E,Auto Fire Alarm,6/30/19 21:37,47.64123,-122.281361,POINT (-122.281361 47.64123),F190068723,506
517 3rd Av,Trans to AMR,4/26/19 05:58,47.602172,-122.330863,POINT (-122.330863 47.602172),F190041664,507
1015 3rd Av,Medic Response,6/6/19 13:57,47.605726,-122.334112,POINT (-122.334112 47.605726),F190058875,508
1101 Pike St,Aid Response,6/30/19 21:45,47.613471,-122.328902,POINT (-122.328902 47.613471),F190068724,509
11711 STONE AV N,Illegal Burn,6/20/19 15:35,47.714507,-122.342162,POINT (-122.342162 47.714507),F190064557,510
Wallingford Av N / N 50th St,MVI - Motor Vehicle Incident,5/2/19 17:20,47.665035,-122.33641,POINT (-122.33641 47.665035),F190044245,511
9010 13th Av Nw,Aid Response,6/30/19 21:50,47.694335,-122.372756,POINT (-122.372756 47.694335),F190068726,512
1001 E Pine St,Aid Response,6/30/19 21:53,47.615245,-122.319465,POINT (-122.319465 47.615245),F190068727,513
13th Av / E Pine St,Aid Response,6/30/19 21:54,47.615273,-122.315549,POINT (-122.315549 47.615273),F190068728,514
1511 5th Av,Aid Response,5/30/19 14:35,47.610779,-122.335667,POINT (-122.335667 47.610779),F190056107,515
5 Smith St,Aid Response,5/30/19 18:56,47.641434,-122.356858,POINT (-122.356858 47.641434),F190056225,516
3600 S Graham St,Trans to AMR,5/30/19 20:28,47.546065,-122.286456,POINT (-122.286456 47.546065),F190056266,517
2620 Nw 63rd St,Aid Response,5/23/19 14:17,47.674532,-122.390409,POINT (-122.390409 47.674532),F190052368,518
6226 22nd Av Ne,Aid Response Yellow,5/23/19 14:19,47.673738,-122.304416,POINT (-122.304416 47.673738),F190052371,519
1811 Eastlake Av,Trans to AMR,6/30/19 21:56,47.618002,-122.329182,POINT (-122.329182 47.618002),F190068729,520
308 4th Av S,Aid Response,6/30/19 22:00,47.599968,-122.328965,POINT (-122.328965 47.599968),F190068731,521
1126 M L King Jr Way,Aid Response,6/6/19 16:56,47.611729,-122.296223,POINT (-122.296223 47.611729),F190058943,522
721 Pine St,Aid Response,4/26/19 05:47,47.612701,-122.334021,POINT (-122.334021 47.612701),F190041661,523
150 Denny Way,Aid Response,5/23/19 14:23,47.618597,-122.354147,POINT (-122.354147 47.618597),F190052372,524
Swift Av S / S Warsaw St,MVI - Motor Vehicle Incident,5/23/19 14:28,47.543885,-122.304515,POINT (-122.304515 47.543885),F190052375,525
Stewart St / Boren Av,Aid Response,5/9/19 09:00,47.616945,-122.332718,POINT (-122.332718 47.616945),F190046871,526
1901 Sw Genesee St,Aid Response,5/23/19 14:32,47.564789,-122.357991,POINT (-122.357991 47.564789),F190052376,527
13023 Greenwood Av N,Aid Response,4/26/19 05:50,47.723436,-122.355547,POINT (-122.355547 47.723436),F190041662,528
1550 Shenandoah Dr E,Automatic Fire Alarm Resd,5/23/19 14:40,47.632999,-122.289376,POINT (-122.289376 47.632999),F190052381,529
4225 ROOSEVELT WAY NE,Aid Response,5/23/19 14:42,47.657942,-122.317791,POINT (-122.317791 47.657942),F190052382,530
4450 Green Lake Way N,Medic Response,5/23/19 14:44,47.660979,-122.34694,POINT (-122.34694 47.660979),F190052384,531
9924 Arrowsmith Av S,Aid Response,5/23/19 14:49,47.512447,-122.251121,POINT (-122.251121 47.512447),F190052385,532
1st Av W / W Mercer St,MVI - Motor Vehicle Incident,5/23/19 14:57,47.624588,-122.358016,POINT (-122.358016 47.624588),F190052386,533
14th Av Nw / Nw 54th St,Aid Response,5/9/19 09:06,47.66789,-122.373589,POINT (-122.373589 47.66789),F190046872,534
500 4th Av,Aid Response,5/2/19 18:25,47.60252,-122.329645,POINT (-122.329645 47.60252),F190044282,535
1301 Alaskan Way,Aid Response,6/30/19 22:54,47.605911,-122.340413,POINT (-122.340413 47.605911),F190068744,536
58TH AV SW / ALKI AV SW,Illegal Burn,6/30/19 22:54,47.580861,-122.406158,POINT (-122.406158 47.580861),F190068745,537
3720 S Thistle St,4RED - 2 + 1 + 1,6/30/19 22:54,47.527878,-122.285723,POINT (-122.285723 47.527878),F190068742,538
1000 4th Av,Aid Response,4/26/19 06:46,47.606088,-122.332909,POINT (-122.332909 47.606088),F190041671,539
318 2nd Av Et S,Trans to AMR,4/26/19 06:52,47.600194,-122.330541,POINT (-122.330541 47.600194),F190041672,540
517 3rd Av,Aid Response,4/26/19 06:54,47.602172,-122.330863,POINT (-122.330863 47.602172),F190041673,541
3213 Harbor Av Sw,MVI - Motor Vehicle Incident,4/26/19 06:57,47.574363,-122.370938,POINT (-122.370938 47.574363),F190041674,542
10049 35th Av Ne,Medic Response,5/2/19 17:26,47.701432,-122.290717,POINT (-122.290717 47.701432),F190044247,543
7325 Rainier Av S,Medic Response,5/2/19 17:27,47.536696,-122.270213,POINT (-122.270213 47.536696),F190044248,544
1260 Mercer St,HazMat Reduced,5/2/19 17:29,47.624273,-122.331458,POINT (-122.331458 47.624273),F190044249,545
500 17th Av,Medic Response,6/20/19 15:48,47.606176,-122.310249,POINT (-122.310249 47.606176),F190064558,546
116 Fairview Av N,Aid Response,6/20/19 15:49,47.618693,-122.334256,POINT (-122.334256 47.618693),F190064559,547
4th Av / Columbia St,Aid Response,5/9/19 08:54,47.604662,-122.331604,POINT (-122.331604 47.604662),F190046868,548
2056 Nw Market St,Aid Response,5/9/19 08:57,47.668677,-122.383462,POINT (-122.383462 47.668677),F190046869,549
810 Virginia St,Aid Response,6/30/19 23:47,47.615789,-122.336507,POINT (-122.336507 47.615789),F190068764,550
2842 14th Av W,Aid Response,6/30/19 23:53,47.645151,-122.374872,POINT (-122.374872 47.645151),F190068766,551
415 10th Av,Auto Fire Alarm,5/30/19 14:42,47.605346,-122.319413,POINT (-122.319413 47.605346),F190056110,552
9999 Holman Rd Nw,Aid Response,6/6/19 11:15,47.701698,-122.362125,POINT (-122.362125 47.701698),F190058810,553
7060 East Marginal Way S,Trans to AMR,6/6/19 11:16,47.539749,-122.322441,POINT (-122.322441 47.539749),F190058811,554
908 Jefferson St,Aid Response,6/6/19 11:16,47.604879,-122.324007,POINT (-122.324007 47.604879),F190058812,555
7533 14th Av Nw,Aid Response,6/30/19 22:54,47.68354,-122.374089,POINT (-122.374089 47.68354),F190068743,556
7125 Fauntleroy Way Sw,Aid Response,5/23/19 14:59,47.539419,-122.390816,POINT (-122.390816 47.539419),F190052387,557
908 Jefferson St,Aid Response,5/23/19 15:02,47.604879,-122.324007,POINT (-122.324007 47.604879),F190052389,558
1400 S Lane St,Aid Response,5/23/19 15:14,47.596654,-122.314056,POINT (-122.314056 47.596654),F190052390,559
1648 S Lane St,Aid Response,5/23/19 15:15,47.596649,-122.310953,POINT (-122.310953 47.596649),F190052391,560
500 5th Av,Aid Response,5/23/19 15:19,47.602985,-122.328535,POINT (-122.328535 47.602985),F190052392,561
Pike St / 7th Av,Trans to AMR,5/2/19 17:30,47.611606,-122.333354,POINT (-122.333354 47.611606),F190044250,562
1120 Spring St,Auto Fire Alarm,5/2/19 17:31,47.610147,-122.325565,POINT (-122.325565 47.610147),F190044251,563
1421 Minor Av,Medic Response,5/2/19 17:34,47.613146,-122.327096,POINT (-122.327096 47.613146),F190044254,564
Montlake Blvd E / E Shelby St,Aid Response,5/2/19 17:34,47.646396,-122.304614,POINT (-122.304614 47.646396),F190044253,565
303 N 36th St,Rescue Lock In/Out,6/30/19 23:10,47.652468,-122.355462,POINT (-122.355462 47.652468),F190068751,566
12509 GREENWOOD AV N,Auto Fire Alarm,5/16/19 06:21,47.719674,-122.355539,POINT (-122.355539 47.719674),F190049650,567
8502 Aurora Av N,Aid Response,5/16/19 06:21,47.69057,-122.344522,POINT (-122.344522 47.69057),F190049651,568
3516 32nd Av W,Aid Response,5/30/19 14:47,47.651486,-122.398245,POINT (-122.398245 47.651486),F190056111,569
4500 15th Av Nw,MVI Freeway,5/30/19 14:48,47.661872,-122.376106,POINT (-122.376106 47.661872),F190056113,570
6322 Roosevelt Way Ne,Aid Response,5/30/19 14:48,47.674333,-122.317363,POINT (-122.317363 47.674333),F190056114,571
2001 W Garfield St,Aid Response,5/30/19 14:50,47.633255,-122.378853,POINT (-122.378853 47.633255),F190056116,572
8915 14th Av S,Aid Response,5/30/19 14:50,47.523762,-122.314955,POINT (-122.314955 47.523762),F190056115,573
5520 Ravenna Av Ne,Aid Response,4/26/19 11:44,47.668836,-122.303914,POINT (-122.303914 47.668836),F190041778,574
13742 39th Av Ne,Aid Response,4/26/19 11:48,47.72852,-122.286919,POINT (-122.286919 47.72852),F190041779,575
10525 Midvale Av N,Aid Response,6/6/19 11:23,47.705271,-122.343333,POINT (-122.343333 47.705271),F190058815,576
4225 11th Av S,Aid Response,6/6/19 11:24,47.566323,-122.318134,POINT (-122.318134 47.566323),F190058816,577
1421 Minor Av,Medic Response- 7 per Rule,5/2/19 17:35,47.613146,-122.327096,POINT (-122.327096 47.613146),F190044255,578
1670 S Roberto Maestas Fest St,Aid Response,6/30/19 23:19,47.579467,-122.311135,POINT (-122.311135 47.579467),F190068754,579
2700 Beacon Av S,Rescue Elevator,6/30/19 23:19,47.579471,-122.312377,POINT (-122.312377 47.579471),F190068753,580
13000 Linden Av N,Medic Response,6/6/19 11:36,47.723218,-122.348195,POINT (-122.348195 47.723218),F190058818,581
12059 Aurora Av N,Tranformer Fire,6/6/19 11:37,47.716931,-122.344892,POINT (-122.344892 47.716931),F190058820,582
2222 Waverly Way E,Automatic Fire Alarm Resd,6/6/19 11:42,47.639113,-122.288068,POINT (-122.288068 47.639113),F190058822,583
1st Av S / S Royal Brougham Way,Aid Response,6/6/19 11:44,47.592396,-122.334195,POINT (-122.334195 47.592396),F190058823,584
Pine St / 3rd Av,Aid Response,6/6/19 11:51,47.610743,-122.338702,POINT (-122.338702 47.610743),F190058825,585
410 2nd Av Et S,Aid Response,6/6/19 11:51,47.601202,-122.331511,POINT (-122.331511 47.601202),F190058824,586
5300 Tallman Av Nw,Medic Response,6/20/19 15:58,47.667252,-122.380052,POINT (-122.380052 47.667252),F190064560,587
1118 5th Av,Auto Fire Alarm,6/20/19 16:00,47.60739,-122.332564,POINT (-122.332564 47.60739),F190064562,588
7003 40th Av Ne,Automatic Medical Alarm,5/30/19 14:53,47.679434,-122.285011,POINT (-122.285011 47.679434),F190056117,589
516 3rd Av,Rescue Elevator,5/30/19 14:53,47.602165,-122.330856,POINT (-122.330856 47.602165),F190056118,590
2732 Westlake Av N,Investigate Out Of Service,5/2/19 17:43,47.644954,-122.347116,POINT (-122.347116 47.644954),F190044259,591
8338 M L King Jr Way S,Medic Response,5/2/19 17:44,47.528679,-122.280328,POINT (-122.280328 47.528679),F190044260,592
ROOSEVELT WAY NE / NE 130TH ST,MVI - Motor Vehicle Incident,6/30/19 23:25,47.722857,-122.323083,POINT (-122.323083 47.722857),F190068756,593
100 Melrose Av E,Medic Response,5/30/19 14:59,47.618497,-122.327854,POINT (-122.327854 47.618497),F190056119,594
1901 Western Av,Aid Response,5/30/19 15:13,47.610056,-122.34329,POINT (-122.34329 47.610056),F190056124,595
860 Terry Av N,Medic Response,5/30/19 15:17,47.626074,-122.337119,POINT (-122.337119 47.626074),F190056125,596
3rd Av / Union St,Medic Response,6/6/19 11:56,47.608756,-122.336885,POINT (-122.336885 47.608756),F190058826,597
1st Av S / S Lander St,Aid Response,5/16/19 06:33,47.579811,-122.334201,POINT (-122.334201 47.579811),F190049652,598
5427 Beach Dr Sw,Aid Response,6/30/19 23:32,47.553979,-122.399267,POINT (-122.399267 47.553979),F190068757,599
1509 Broadway,Auto Fire Alarm,6/30/19 23:34,47.614171,-122.320782,POINT (-122.320782 47.614171),F190068758,600
9262 Rainier Av S,Aid Response,5/2/19 19:26,47.519853,-122.268364,POINT (-122.268364 47.519853),F190044309,601
2211 Alaskan Way,Aid Response,5/2/19 17:46,47.61084,-122.347741,POINT (-122.347741 47.61084),F190044261,602
1st Av Ne / Ne 45th St,Aid Response,5/2/19 17:50,47.66136,-122.328261,POINT (-122.328261 47.66136),F190044263,603
2425 Sw Webster St,Aid Response,6/30/19 23:36,47.535522,-122.364086,POINT (-122.364086 47.535522),F190068760,604
S Lander St / 15th Av S,Aid Response,6/30/19 23:39,47.579475,-122.313382,POINT (-122.313382 47.579475),F190068761,605
3720 Montlake Blvd Ne,Aid Response,6/30/19 23:39,47.649404,-122.304574,POINT (-122.304574 47.649404),F190068762,606
111 Ne 45th St,Medic Response- 6 per Rule,5/2/19 17:50,47.661359,-122.328148,POINT (-122.328148 47.661359),F190044264,607
111 Ne 45th St,Medic Response- 6 per Rule,5/2/19 17:51,47.661359,-122.328148,POINT (-122.328148 47.661359),F190044265,608
1416 Nw Ballard Way,Medic Response,5/2/19 17:52,47.662932,-122.373981,POINT (-122.373981 47.662932),F190044267,609
1750 Alki Av Sw,Aid Response Yellow,5/2/19 17:53,47.588024,-122.395839,POINT (-122.395839 47.588024),F190044268,610
25th Av / E Cherry St,Aid Response,5/2/19 17:54,47.608003,-122.300058,POINT (-122.300058 47.608003),F190044270,611
2619 5th Av,Medic Response,5/2/19 17:55,47.618004,-122.346424,POINT (-122.346424 47.618004),F190044272,612
521 S Weller St,Investigate Out Of Service,5/2/19 17:58,47.597517,-122.327395,POINT (-122.327395 47.597517),F190044273,613
12509 GREENWOOD AV N,Aid Response,5/2/19 18:22,47.719674,-122.355539,POINT (-122.355539 47.719674),F190044276,614
401 Ne Northgate Way,Medic Response,5/2/19 18:24,47.708602,-122.324588,POINT (-122.324588 47.708602),F190044281,615
1415 5th Av,Automatic Fire Alarm False,6/6/19 13:08,47.609827,-122.334796,POINT (-122.334796 47.609827),F190058856,616
206 3rd Av S,Medic Response,6/6/19 13:20,47.600825,-122.330272,POINT (-122.330272 47.600825),F190058858,617
36th Av Ne / Ne 140th St,MVI - Motor Vehicle Incident,6/6/19 17:27,47.730099,-122.289655,POINT (-122.289655 47.730099),F190058949,618
3rd Av / Pine St,Aid Response,6/6/19 17:27,47.610743,-122.338702,POINT (-122.338702 47.610743),F190058950,619
1407 2nd Av W,Medic Response,7/1/19 00:17,47.631378,-122.359203,POINT (-122.359203 47.631378),F190068769,620
1828 Yale Av,Aid Response,7/1/19 00:28,47.617717,-122.330057,POINT (-122.330057 47.617717),F190068770,621
2030 3RD AV,Trans to AMR,7/1/19 03:31,47.612626,-122.341277,POINT (-122.341277 47.612626),F190068807,622
3225 37th Av W,Aid Response,5/9/19 09:43,47.648844,-122.40467,POINT (-122.40467 47.648844),F190046877,623
3321 14th Av S,Trans to AMR,5/9/19 09:43,47.573908,-122.314835,POINT (-122.314835 47.573908),F190046876,624
4526 51st Pl Sw,Aid Response,5/9/19 09:44,47.562771,-122.398229,POINT (-122.398229 47.562771),F190046880,625
23rd Av S / S Walker St,MVI - Motor Vehicle Incident,5/9/19 09:44,47.583659,-122.302947,POINT (-122.302947 47.583659),F190046879,626
Nb I5 At Albro,Car Fire Freeway,7/1/19 03:31,47.542027,-122.303649,POINT (-122.303649 47.542027),F190068808,627
828 Rainier Av S,Trans to AMR,5/23/19 20:36,47.594334,-122.31035,POINT (-122.31035 47.594334),F190052518,628
6016 24th Av Nw,Trans to AMR,5/9/19 11:40,47.672486,-122.387587,POINT (-122.387587 47.672486),F190046906,629
526 1st Av S,Aid Response,6/20/19 19:01,47.597475,-122.334191,POINT (-122.334191 47.597475),F190064631,630
105 5th Av S,Aid Response,6/20/19 19:10,47.601643,-122.327656,POINT (-122.327656 47.601643),F190064633,631
2000 4th Av,Aid Response,6/20/19 19:12,47.613063,-122.340033,POINT (-122.340033 47.613063),F190064634,632
E JOHN ST / BROADWAY E,Medic Response- 7 per Rule,6/20/19 19:51,47.619908,-122.320873,POINT (-122.320873 47.619908),F190064646,633
1201 N 175th St,Mutual Aid- Aid,5/16/19 12:06,47.755971,-122.343489,POINT (-122.343489 47.755971),B190049752,634
820 Nw 95th St,Aid Response,5/16/19 12:08,47.697867,-122.367016,POINT (-122.367016 47.697867),F190049753,635
14009 32nd Av Ne,Investigate Out Of Service,5/16/19 12:13,47.730177,-122.293781,POINT (-122.293781 47.730177),F190049754,636
22nd Av S / S Forest St,MVI - Motor Vehicle Incident,5/16/19 12:28,47.577531,-122.304336,POINT (-122.304336 47.577531),F190049756,637
13300 Stone Av N,Aid Response,5/16/19 06:43,47.725515,-122.3423,POINT (-122.3423 47.725515),F190049654,638
2519 1st Av,Trans to AMR,5/16/19 06:45,47.614798,-122.348918,POINT (-122.348918 47.614798),F190049656,639
4704 S Bennett St,Aid Response,6/20/19 16:21,47.554454,-122.274339,POINT (-122.274339 47.554454),F190064569,640
3900 Sw Alaska St,Medic Response,6/20/19 16:21,47.561107,-122.381456,POINT (-122.381456 47.561107),F190064570,641
201 BROADWAY E,Aid Response,6/20/19 16:22,47.619908,-122.320873,POINT (-122.320873 47.619908),F190064571,642
201 BROADWAY E,Aid Response,6/20/19 16:23,47.619908,-122.320873,POINT (-122.320873 47.619908),F190064572,643
3204 Sw Morgan St,Automatic Medical Alarm,6/6/19 13:53,47.544669,-122.373777,POINT (-122.373777 47.544669),F190058872,644
Western Av / Blanchard St,Aid Response,6/6/19 13:54,47.611942,-122.346072,POINT (-122.346072 47.611942),F190058873,645
719 2nd Av W,Aid Response,6/6/19 13:57,47.625815,-122.359312,POINT (-122.359312 47.625815),F190058876,646
13732 Midvale Av N,Aid Response,6/20/19 18:33,47.72923,-122.343692,POINT (-122.343692 47.72923),F190064616,647
12th Av S / S Atlantic St,Aid Response,6/20/19 18:36,47.589988,-122.31728,POINT (-122.31728 47.589988),F190064617,648
800 Occidental Av S,EVENT - Special Event,6/20/19 18:39,47.595693,-122.333273,POINT (-122.333273 47.595693),F190064618,649
14200 Linden Av N,Trans to AMR,6/20/19 18:39,47.731677,-122.347772,POINT (-122.347772 47.731677),F190064619,650
317 Marion St,Aid Response,6/20/19 18:40,47.604991,-122.333174,POINT (-122.333174 47.604991),F190064620,651
1525 9th Av,Trans to AMR,5/16/19 06:52,47.612677,-122.331269,POINT (-122.331269 47.612677),F190049658,652
58th Av Sw / Alki Av Sw,Aid Response,7/1/19 00:38,47.580861,-122.406158,POINT (-122.406158 47.580861),F190068772,653
9001 Lake City Way Ne,Trans to AMR,6/6/19 14:12,47.693931,-122.30552,POINT (-122.30552 47.693931),F190058880,654
509 3rd Av,Aid Response,6/6/19 14:16,47.602114,-122.330809,POINT (-122.330809 47.602114),F190058882,655
4132 48th Av S,Trans to AMR,6/6/19 14:16,47.566078,-122.27325,POINT (-122.27325 47.566078),F190058883,656
Fauntleroy Way Sw / Sw Othello St,Aid Response,6/6/19 14:21,47.53802,-122.391462,POINT (-122.391462 47.53802),F190058885,657
509 3RD AV,Aid Response,6/6/19 14:21,47.602114,-122.330809,POINT (-122.330809 47.602114),F190058886,658
10105 3rd Av Nw,Medic Response,6/20/19 16:31,47.7024,-122.360743,POINT (-122.360743 47.7024),F190064575,659
510 Minor Av N,Trans to AMR,5/16/19 06:58,47.623222,-122.333001,POINT (-122.333001 47.623222),F190049659,660
Minor Av / Howell St,Aid Response,7/1/19 00:42,47.61684,-122.330559,POINT (-122.330559 47.61684),F190068775,661
503 3RD AV,Aid Response,4/26/19 06:59,47.602071,-122.330769,POINT (-122.330769 47.602071),F190041675,662
6802 Phinney Av N,Aid Response,5/30/19 15:38,47.678739,-122.354383,POINT (-122.354383 47.678739),F190056133,663
325 9th Av,Automatic Fire Alarm False,4/26/19 07:00,47.603588,-122.322949,POINT (-122.322949 47.603588),F190041676,664
325 9th Av,4RED - 2 + 1 + 1,4/26/19 07:02,47.603588,-122.322949,POINT (-122.322949 47.603588),F190041678,665
12725 33rd Av Ne,Aid Response,4/26/19 07:04,47.720833,-122.292544,POINT (-122.292544 47.720833),F190041679,666
7500 Seward Park Av S,Aid Response,4/26/19 07:04,47.535387,-122.267284,POINT (-122.267284 47.535387),F190041680,667
12th Av S / S Main St,Aid Response,5/30/19 15:49,47.600015,-122.31723,POINT (-122.31723 47.600015),F190056134,668
6020 28th Av Nw,Auto Fire Alarm,5/30/19 15:57,47.672392,-122.392974,POINT (-122.392974 47.672392),F190056137,669
1900 Westlake Av N,MVI - Motor Vehicle Incident,5/30/19 15:57,47.635784,-122.340452,POINT (-122.340452 47.635784),F190056138,670
Yesler Way / James St,Aid Response,5/30/19 16:01,47.601722,-122.333899,POINT (-122.333899 47.601722),F190056140,671
Nb I5 To Michigan,MVI Freeway,6/20/19 16:43,47.552263,-122.319291,POINT (-122.319291 47.552263),F190064579,672
2970 Sw Avalon Way,Auto Fire Alarm,5/16/19 07:06,47.568791,-122.37075,POINT (-122.37075 47.568791),F190049660,673
9730 4th Av Ne,Aid Response,6/20/19 16:50,47.699358,-122.324241,POINT (-122.324241 47.699358),F190064581,674
9730 3rd Av Ne,Aid Response,6/20/19 16:50,47.699374,-122.32577,POINT (-122.32577 47.699374),F190064580,675
7711 43rd Av Ne,Auto Fire Alarm,6/20/19 16:53,47.68491,-122.282094,POINT (-122.282094 47.68491),F190064584,676
4700 12th Av Ne,Aid Response,6/20/19 16:54,47.663106,-122.315263,POINT (-122.315263 47.663106),F190064586,677
1250 1st Av S,EVENT - Special Event,6/20/19 17:02,47.592049,-122.334195,POINT (-122.334195 47.592049),F190064588,678
10702 61st Av S,Medic Response,5/2/19 18:28,47.504379,-122.257245,POINT (-122.257245 47.504379),F190044283,679
